,text,Annotation
1032,"@discerningmumin The Muslims conquered 2/3 of the Christian world before it attacked back. So again, what are you crying about.",racism
1033,@discerningmumin The Muslims also invaded India and murdered 80 million Hindus. They virtually exterminated all Buddhist on in India.,racism
1034,@discerningmumin The Muslims attacked and murdered the Zoastrians in Persia and the Buddhists in Afghanistan.,racism
1035,"@discerningmumin No minorities of any kind are left in Saudi and several other gulf states, having been exterminated by Muslims.",racism
1036,@discerningmumin Now Muslim terror groups are trying to complete the job of killing or throwing out any remaining minority groups in Arabia.,racism
1037,@discerningmumin Islam is the most genocidal religion on the planet.  Mankind must exterminate Islam or be exterminated by it.,racism
1038,"@discerningmumin Because while other groups can evolve, the violence of the Quran and Hadith prevent Islam from ever being a human religion.",racism
1039,"@raqqa_mcr The lesson the world learned about Islam is that when we get rid of their brutal dictators, they are replaced by brutal Islamists",racism
1040,@Truth_Haqq Islam declared war on all mankind 1400 years ago. Now we return the favor. http://t.co/av4B4yCQzY,racism
1041,@AlalamChannel ISIS continues their big successes against unarmed civilians. They just can't win a fight against anything but families.,racism
1042,@discerningmumin Mohammed owned 28 slaves. So if you are against slavery you are against Mohammed. Otherwise you are just bull shiting.,racism
1043,@discerningmumin But your whole conversation about slavery is phony bull shit propaganda since you follow a slave owner prophet.,racism
1044,@discerningmumin Good. We have established that Muslims are slavers and that their humanity has failed to evolve past slave owning.,racism
1045,"@discerningmumin By practicing Islam you are vomiting on all Jews, Christians and non believers. Check code of Umar. http://t.co/ArxeP7L88p",racism
1046,"@discerningmumin It's not a prophet competition. It's about following a fraud who owned slaves, had people murdered, was a bigot, etc.",racism
1047,@discerningmumin That's idiotic. Not holding a sick terrorist god sacred is far from not holding anything sacred.,racism
1048,@discerningmumin Killing people because they believe differently than you and express that is not an excuse for murder except among Muslims.,racism
1049,@discerningmumin I have no fear of idiots like you at all.What turns my stomach is the destruction to freedom and humanity that Islam causes,racism
1050,"@discerningmumin Islam is a pile of manure that destroys human freedom, human life, human expression and creates endless divisiveness.",racism
1051,@discerningmumin Oh please. Lecture me about porn when Muslims are the worlds biggest porn consumers and Islamic heaven is a brothel.,racism
1052,@discerningmumin Islam has never been a resistance to oppression. It has always been source of oppression to both believers and non believer,racism
1053,@discerningmumin Islam has Hadiths that tell you what hand to use to wipe your ass. There is zero room for individualism in it.,racism
1054,"@discerningmumin Islam is a slave religion, both for it's followers and for the people it enslaves, and for the dhimmis it rules.",racism
1055,"@discerningmumin I wouldn't be too concerned about that, because outside the canon of Islam, there is no historical evidence of Mohammed.",racism
1056,@AlgerianWitness That's how Muslims react when the traffic light turns red.,racism
1057,RT @The_Rebel_Heart: Islamic States reveals It's Air Force ! Lol Daesh bags Isis Isil  http://t.co/JAgBL5XzeH,racism
1058,@amanda7743 Good tweet. But they actually start selling their daughters at 9.,racism
1059,@MsIntervention Europe needs to expel their Muslim immigrants.,racism
1060,RT @EVIL_DAESH: 12-yr-old sold as #ISIS slave to a 50-yr-old man said she didn't know what rape meant- only that she woke up bleeding http:…,racism
1061,@taylored495 It's not about a single terrorist. There are an endless supply of them. It's about a hate cult called Islam.,racism
1062,"RT @RavenHUWolf: Arab slave trade: 140 to 200 million non-Muslim slaves from all colors and nationalities - still happening today!
http://t…",racism
1063,@FalconEye123456 May Allah bless him with 72 virgin pigs.,racism
1064,@Jubathesniper5 @munthir555 ROFLMAO.  Where is the picture Daeshbag?,racism
1065,@Almahiraa__ @munthir555 Nobody cares about your stupid rationalizations.  We are simple going to kill all the Daesh. Hope you are one of em,racism
1066,@Dawlah__account @munthir555 Let's stop pretending and get the war between the Islamolunatics and the rest of the world started now.,racism
1067,@munthir555 @The_Beamster @Sheikh_Times4 So let's get it over with. The world needs to declare war on Islam and get rid of the cancer.,racism
1068,@PeopleMagUpdate And some idiots want to support the Muslims that are trying to exterminate Israel.,racism
1069,"@globnewsen How long before some idiot politician tells us that this is not about Islam, but about some Islamic extremist? #Copenhagen",racism
1070,RT @RavenHUWolf: The logic of Islam reflects clearly in those who follow its ideology and oaths to be muhammad's slave. http://t.co/cIAK7e9…,racism
1071,"RT @RavenHUWolf: Islam's War On Women Continues. Islam continues to show how they value women...
http://t.co/6Uefi2sGBZ http://t.co/AL1emSK…",racism
1072,"@watan71969 You are a total liar, just like your pedophile prophet. UN soldiers don't burn people alive.",racism
1073,@watan71969 @geeky_zekey Problem with vile Muslims is that they try to rationalize &amp; excuse the crimes of Islam rather than get rid of them.,racism
1074,"@watan71969 @geeky_zekey And looking at your page, I can see that you are in the business of photoshopping images, Islamist cocksucker.",racism
1075,@watan71969 This is why the world knows that Muslims are Taqiyya liars that manufacture fraudulent data.,racism
1076,@watan71969 @s_rsantorini630 This coming from a Muslim hypocrite -the religion that declared war on humanity and are population imperialists,racism
1077,"@watan71969 @s_rsantorini630 @pari_passu The Muslims think that lying is the greatest of all virtues, after genocide.",racism
1078,"@michellemalkin @TwitchyTeam As usual, he will say that Islamist terrorism has nothing to do with Islam.",racism
1079,@Number10gov I'm totally sick of these politically expedient statements after every attack by Islam on humanity.,racism
1080,@truaemusic @mattybboi83 @Number10gov Capital Hill is a great example of how seldom the world attacks Islam given the daily provocations.,racism
1081,"@wflanger @dandiedinmont @Number10gov Yeah, break relations with the only ME democracy that the Muslims are trying to exterminate. Smart.",racism
1082,@_sara22_ @Number10gov Muslim terrorist execute people daily. But when rare response happens to that provocation they fake being the victims,racism
1083,@batchelorshow @edgeofthesandbx @FearDept Ask the Muslims.  They are the ones killing all the Jews.,racism
1084,@truaemusic @mattybboi83 @Number10gov Again you are the liar. Muslims invaded Europe 400 years before the crusades.,racism
1085,@truaemusic @mattybboi83 @Number10gov Muslims invaded and conquered 2/3 of Christianity before Christians responded. So stick your lies.,racism
1086,@truaemusic @mattybboi83 @Number10gov Islam is a hate mongering death cult that declared war on humanity. That fact should be talked about.,racism
1087,"@shehzilk Stupid comment. That was illegal for US soldiers and they were punnished.  For Muslims, their organizations make murderers heroes.",racism
1088,"@shehzilk @watan71969 Furthermore, your heroes the Taliban are responsible for the murder of 80% of Afghan civilians. So stick it asshole.",racism
1089,"@shehzilk @watan71969 The asshole prophet Mohammed who was a slave trader, pedophile, murderer, war monger, sexist, bigot, caravan robber.",racism
1090,"@ILTAFSHEHZAD Yeah, I know. Being a human being is against Islam. Islam must be outlawed.",racism
1091,@watan71969 A shit sucking Muslim bigot like you wouldn't recognize history if it crawled up your cunt.You think photoshop is a truth machin,racism
1092,@ILTAFSHEHZAD Why would I care about the opinion of a guy who follows a pedophile prophet?,racism
1093,"@watan71969 @s_rsantorini630 @pari_passu Islam was made for stupid, violent, lying, criminal, useless thugs and you fill the bill exactly.",racism
1094,"@shehzilk @watan71969 You dumb asshole, he legalized slavery, he raped slave girls, he was a pedophile. How can you call him great anything.",racism
1095,@shehzilk @watan71969 These morons that you show talking about Mohammed give no facts and knew nothing about him.,racism
1096,"@edgeofthesandbx @batchelorshow @FearDept Look, the heroes of the Torah exterminated every man, woman, child and animal in some cities.",racism
1097,"@edgeofthesandbx @batchelorshow @FearDept I'm talking total extermination, bragged about right there in the book.",racism
1098,"@edgeofthesandbx @batchelorshow @FearDept So, if I say that you must be a murdering fascist because you follow that book, am I right?",racism
1099,@shehzilk @watan71969 Those Jews are assholes.  Most Jews are secular and humanist.  Most Muslims are Islamists. http://t.co/GQx6BZAFJ5,racism
1100,@truaemusic @mattybboi83 @Number10gov If you don't think that Muslims invaded Christianity and Europe first you are to historically ignorant,racism
1101,@shehzilk @watan71969 99% of the time you Muslims play the victim card it's a lie and the reverse is true. http://t.co/xQxxQ4wDho,racism
1102,@shehzilk @watan71969 Read the statistics microbrain. Look at the percentage of the worlds Muslims that want to kill apostates.,racism
1103,@truaemusic @mattybboi83 @Number10gov What matters is that people like you are trying to lay a guilt trip on us while ignoring the truth.,racism
1104,@truaemusic @mattybboi83 @Number10gov Not masked. The Quran and the Hadith declared war on humanity 1400 years ago. http://t.co/tuOWg1ltyj,racism
1105,@ILTAFSHEHZAD And 83:25 says they drink wine in heaven. So Islamic heaven is basically a drunken whore house. Very spiritual - lol.,racism
1106,@truaemusic @mattybboi83 @Number10gov There are over 100 Islamic terrorist organizations. KKK Virtually dead. There is no canceling out.,racism
1107,@truaemusic @mattybboi83 @Number10gov Child abuse is illegal in western culture. It is accepted in Islamic cultures because their prophet...,racism
1108,@truaemusic @mattybboi83 @Number10gov Because Christianity is dying out and the Christian world has reformed itself.,racism
1109,@truaemusic @mattybboi83 @Number10gov But Islam keeps trying to return to the 7th century.,racism
1110,@truaemusic @mattybboi83 @Number10gov Islam cannot be reformed because it's vileness is too deep in the religion.,racism
1111,"@truaemusic @mattybboi83 @Number10gov Mohammed was a murderer, Jesus wasn't. Mohammed was a rapist, Jesus wasn't.",racism
1112,"@truaemusic @mattybboi83 @Number10gov Mohammed was a slave trader, Jesus wasn't.  Mohammed was a sexist, Jesus wasn't.",racism
1113,"@truaemusic Mohammed led 17 military expeditions, beheaded 600 Jews in one day, married a six year old girl, etc. etc. Get the picture?",racism
1114,"@truaemusic @mattybboi83 @Number10gov There is no comparing the vileness of Mohammed to Jesus or Buddha, or Lao Tse.He was simply a criminal",racism
1115,@truaemusic @mattybboi83 @Number10gov And he was also a total fraud.  He made up the verses of the Quran when he needed them as he needed.,racism
1116,@truaemusic The great left lie is that it's just a handful of extremists. http://t.co/kU63X9E4eQ,racism
1117,@truaemusic The point is about what the society supports and what it does not support. Barbarity is not an aberration in Muslim society.,racism
1118,@truaemusic And the Christian world got rid of slavery by itself.The Muslim world was pressured into getting rid of it and now returns to it,racism
1119,"@truaemusic Again you are an idiot. ""Others did bad things, so we have to ignore the barbarity of Islam,""",racism
1120,@truaemusic Who cares if it has been revised a million times. What does that have to do with the barbarity of Islam?,racism
1121,"@truaemusic Yeah, and don't you waste your time hating homophones, sexists and racists. Are you going to do that?",racism
1122,"@truaemusic You are defending the prophet Mohammed and he was a murderer, sexist, imperialist and bigot.",racism
1123,@truaemusic I'm telling you that the religion of Islam is guilty of the murder of 280 million citizens of the earth and I will not ...,racism
1124,@truaemusic ...have some PC pandered tell me to accept a cult of hate.,racism
1125,@truaemusic The followers of the religion give a shit about the prophet of the religion. He is their example and always will be.,racism
1126,"@truaemusic A religion who has a murdering, hating pedophile at it's core has no room to be reformed.",racism
1127,@truaemusic Because more slavery exists in the Islamic world than anywhere else.  And I am very much against N. Korea.,racism
1128,"@truaemusic By hating the ideaology that enables it, that is what I'm doing.",racism
1129,"@truaemusic Islam is not a race, microbrain, it is a religion.  You can always tell a leftist, because when he runs out of arguments he...",racism
1130,"@truaemusic The question is not about people doing bad things, it is about the religion supporting and demanding those things.",racism
1131,"@truaemusic Okay, show me where Buddha or Lao Tse ever hurt anyone or advocated anyone be hurt.",racism
1132,@truaemusic Buddha said that slavery was unacceptable 1100 years before the slave trader Mohammed came along.,racism
1133,@truaemusic So if a Buddhist owns a slave you can say that he goes against his religion.  But a Muslim slave owner is not going against his.,racism
1134,"@truaemusic This means that if you want to establish a humanist ideaology, Islam will get in the way much more than Buddhism.",racism
1135,@awdnewsgerman @Raqqa_Sl Chomsky is a racist. Islam created ISIS.,racism
1136,@kbalma But there are thousands of lone nut cases all motivated by Islam.,racism
1137,@MEAN_MARINE One of the first thing the prophet Mohammed did in his Islamic quest was to start  murdering Jews.  It has never really stopped,racism
1138,RT @RayJBray: @Juliet777777 @Vassa42 @2tweetaboutit They are breeding us out of existence in the westernised world. Islam will rule the wor…,racism
1139,RT @MaguidhirP: @Juliet777777 @GROGParty Socialists and Moslems - working together to destroy Australia.,racism
1140,RT @jeanniology: Obama implies murder of 3 Muslims in NC is religious bigotry but terrorists slaughtering Jews in a Paris kosher deli is a …,racism
1141,RT @PeterTownsend7: #isis #quran #Islam 'No Compulsion in Religion' (Qu'ran 2:256)? Think again!  http://t.co/58fFleMt1n http://t.co/fXZDSr…,racism
1142,"RT @Madasatrain69: @OZzSue @Muslim_Patrol @sneekinsneekout
Read an Islamist's tweet. http://t.co/7uAkhcWAvl
Insane.
Life denying. Heartless…",racism
1143,RT @sneekinsneekout: @Madasatrain69 @OZzSue @Muslim_Patrol Being nice 2 islam is like hugging a serial killer and thinking he will stop bur…,racism
1144,RT @ha_bibti: MT @aaronstein1: #Turkey is now the only major (Muslim majority) country in the Middle East that is not bombing #ISIS,racism
1145,@jukes303 Islam created that monster and Islam has been creating them for 1400 years. http://t.co/PmntvTUQs4,racism
1146,"RT @fatmaycollins: After the recent rape-murder case of a female Turkish student, other Turkish women are telling their stories to the worl…",racism
1147,@ZamiraTwitt One way of helping to prevent such crimes would be to outlaw the sick and sexist religion of Islam that victimizes women.,racism
1148,"@ZamiraTwitt On the contrary, the brutal, bigoted, sexist god of Islam encourages the abuse of women. http://t.co/AFuW9Veuu6",racism
1149,@ZamiraTwitt Erdogan is a fascist Islamist scum bag. Women's employment has decreased 30% under him. Violence against women has increased.,racism
1150,RT @swagd0ctor: @VileIslam @TRobinsonNewEra @OZzSue @BBCNews Turks won't bomb isis because isis kill Christians http://t.co/HotvEOhXtz,racism
1151,@morasilh @bbcturkce The Sunni Turkmen are genocidal criminals living off loot they stole from minorities. What they want counts for nothing,racism
1152,RT @pies_n_prophet: @DayumGirly my point is that mohammeds example us used by some Muslim men to justify their paedophilia. http://t.co/rwy…,racism
1153,"@DouglasKMurray Eventually followed by no future for Christians in UK, eventually followed by no future for atheists in UK.",racism
1154,"@sibelo76 Yes, all that Islam is making ISIS so loving. Idiot! http://t.co/qJXDS8FMyW",racism
1155,@jukes303 It's basically an empty excuse that leftists and Muslims use for their anti US bigotry.,racism
1156,@jukes303 That's just as big a fallacy as the oil fallacy.  The US had zero to do with the creation of Al Queda.,racism
1157,@jukes303 Unlike you I do read before making assumptions.  I read all of the Quran and many of the Hadiths.  That is how I know it's vile.,racism
1158,@RichardDawkins The fact that there were two layers of evil to be dealt with in Iraq doesn't mean they should both be left alone.,racism
1159,@RichardDawkins The parallel between the behavior of terrorist organizations and the prophet Mohammed is something I've preached for 15 year,racism
1160,"@DavidRomeiPHD @ALWiss5 Anything an American does defines America, anything a Muslim does is an aberration? Idiot!",racism
1161,"@ALWiss5 Guys in Guantanamo are militants captured in war.  People in ISIS cages are women and children, microbrain.",racism
1162,"@ALWiss5 The jihadists fight for the interest of the Caliph and the pedophile prophet, not for the interest of the people.",racism
1163,"@ChristophHeer52 Gee, last week it was the Nazis, this week the Zionists, next week the Martians.  Never has such a fool used the Buddha.",racism
1164,"@uygaraktas After committing genocide and murdering countless civilians, scum bag Deash try to use babies for propaganda.",racism
1165,@islamujahideen Islam is the perpetuity of oppression. And I thank ISIS for helping the world to kill Islam.,racism
1166,"@Raja5aab @Quickieleaks So tell me, what could possible happen that you would consider to be proof that Allah and Mohammed were frauds.",racism
1167,"@Raja5aab @Quickieleaks Yeah, I read that. And every verse of the Tao Te Ching is superior to every verse of the Quran. So Quran is fraud.",racism
1168,"@Raja5aab @Quickieleaks I've seen it before microbrain. I just told you, every verse of the Tao Te Ching is superior to every verse of Quran",racism
1169,"@Raja5aab @Quickieleaks You challenge has been accepted, you have been given better verses, proving the Quran is a fraud.",racism
1170,"@IslamRevlution @islam4libya5 @BintStranger Again, why shouldn't everybody hate Islam?",racism
1171,"@sibelo76 Actually, they follow the Quran and the Hadiths exactly. It's the ""moderate Muslims"" who ignore  much of their canon.",racism
1172,@sibelo76 I read the entire Quran and much of the Hadiths. I know more about Islam than most Muslims. It is a curse to all mankind.,racism
1173,"@ShamiObserver The Muslims are the crusaders, microbrain.",racism
1174,"@ZiOrim @_Median_ @RushetteNY @Banko40 And if someone risks their life to save me from a mass grave, they are welcome to my TV and toaster.",racism
1175,"@islam4libya5 @IslamRevlution @BintStranger No, Islam declared war on all humanity 1400 years ago. So all ""non believers"" despise Islam.",racism
1176,"@islam4libya5 @IslamRevlution @BintStranger Islam was designed to benefit 7th cent Bedouin thugs, rapist, murderers, slavers,caravan robbers",racism
1177,@KeeganNYC @syedmuhammad555 Sure. Why do one third of Muslims want to murder people who want to leave Islam? http://t.co/PqW3lGrmH5,racism
1178,@KeeganNYC @syedmuhammad555 Why do nearly half of all Muslims want to kill people for who they have sex with? http://t.co/wzMsFRJ70N,racism
1179,"@KeeganNYC @syedmuhammad555 Why do 2/3 of all Muslims want Sharia, which demands death for homosexuals and apostates? http://t.co/1jE0S98Wmh",racism
1180,"@KeeganNYC @syedmuhammad555 Given that Islam declared war on all humanity 1400 years ago, why should we not burn down all Mosques?",racism
1181,@KeeganNYC And how about if we investigate the hate speech in the Quran. http://t.co/ijl3sVLMvj,racism
1182,@Joyce_Karam The Saudis will arm Sunni rebels in Yemen. Civil war is inevitable.,racism
1183,"Whatever happens in #Yemen, when it is over the country will be in the hands of one Islamofascist group or another. #Islam",racism
1184,"The question is, how hard should we work to keep the Muslims from killing each other, since they seem so determined to continue. #Islam",racism
1185,"RT @usaone0: @AmyMek
Proper Grammer :Islam phobia is not a medical condition it is truth.",racism
1186,@no2_tweet The Quran is an incoherent piece of garbage created for mental midgets. #Islam,racism
1187,"@harrietyarker They have been beheading Christians, Jews, Buddhist, Hindus, Ezidis, etc. for 1400 years. Their prophet did it from the start",racism
1188,@KyleWOrton Most of the Christians that were a part of the Palestinians have been killed or driven out by Palestinian Muslims.,racism
1189,"As long as the Middle East is in the grip of #Islam, there will never be such a thing as an Arab Spring. #Syria #Libya #Yemen #Iraq #Egypt",racism
1190,"@MiddleEastEye If you want to understand ISIS, understand Islam. They are exactly the same.",racism
1191,@isra_jourisra There is no difference in what the prophet Mohammed did and in what ISIS does.,racism
1192,@jncatron @isra_jourisra Wrong. They were connected to the Muslim Brotherhood and they were anti Semitic bigots.,racism
1193,@jncatron @isra_jourisra @AMPalestine Islamophobia is like the idea of Naziphobia. Islam is a religion of hate and it must be outlawed.,racism
1194,@jncatron @dailydot Pigs like you never whine so loud at the hundreds of murders by Muslims every day around the world.,racism
1195,@jncatron @dailydot Show me your posts about the Christians murdered on blasphemy charges pig.,racism
1196,@BoomSlang321 Outlaw Islam!,racism
1197,"@fei989 @isra_jourisra War, chopping off heads, raping slave girls, were Mohammed's favorite activities.",racism
1198,@RT_com Saudi would be a big joke if it wasn't crushing the lives of millions of people. #Islam,racism
1199,Saudi cleric believes earth does not revolve around sun. There must be 50 ways to return to the 7th century with #Islam as your expert guide,racism
1200,"Saudi cleric: ""sun revolves around the earth."" Now you can understand why madrassa graduates have no skill but Jihad.  #Islam #science",racism
1201,Knowledge and Muslim clerics = non intersecting sets. #Islam,racism
1202,RT @ThinkAgain_DOS: Syria: Raqqa doctors claim #ISIS fighters sexually brutalize women; many reportedly fearful of rape http://t.co/pZu2UAw…,racism
1203,"RT @joannapage784: Women are being subjected to 'brutal, abnormal' sex acts after marrying Isis militants http://t.co/ypFlKJdVTM",racism
1204,"Why do ISIS, the Saudis and the Taliban imprison women in their homes? Because the Quran tells them to.  #Islam #Iraq http://t.co/dm64qJbkMj",racism
1205,Saudi Sewer Qurans. What a perfect idea. And what a perfect place for a Quran. #Saudi #Islam #ISIS #Pakistan http://t.co/1Vgi0KNSUF,racism
1206,"RT @God_Equals_Sant: Saudi Arabia sewer qurans. When you can't express your hatred for Islam in words, throw them in the sewer. http://t.co…",racism
1207,"Why do Saudis, Pakistanis, ISIS and Taliban brutalize their women? Because Islam tells them to. http://t.co/vguMM46Y9L",racism
1208,@UmarFarooq_ The drivel is correct. ISIS behaves exactly as the prophet Mohammed behaved.,racism
1209,@thekarami @UmarFarooq_ He had a couple of solutions. The one I like is to defeat ISIS at Dabiq.  Breaks the prophecy. #Islam,racism
1210,"RT @Canine_Rights: @KizzyCoy1 exactly, is this why Europe has Sharia no go zones, so they can hide their child rapists?",racism
1211,"@g0ssipsquirrelx Wrong, ISIS follows the example of Mohammed and the Quran exactly.",racism
1212,RT @SeanAAitken: The Kurds clean up the ISIS Islamofascist trash in Kobane. Kobane is the graveyard of ISIS. Via @jackshahine http://t.co/N…,racism
1213,@UmarFarooq_ @FaheemHus @jackmjenkins All this means is that Muslims endlessly try to hide the barbarity of their religion.,racism
1214,"@UmarFarooq_ @FaheemHus @jackmjenkins And what are the Muslim scholars going to do?Say,""You caught us, our religion is violent and barbaric""",racism
1215,"@UmarFarooq_ @FaheemHus @jackmjenkins The Atlantic got it exactly right, and every point in thinkprogress is easily refuted.",racism
1216,"@UmarFarooq_ @FaheemHus @jackmjenkins For example, the literary style of the Quran is always very literal. Little use of metaphors, etc.",racism
1217,"@UmarFarooq_ @FaheemHus @jackmjenkins The peaceful Q verses are pre Medina, Mecca verses when Mohammed had little power and was endangered.",racism
1218,@UmarFarooq_ @FaheemHus @jackmjenkins The later verses abrogated the earlier verses and what remains is violent and imperialist.,racism
1219,"@UmarFarooq_ @FaheemHus @jackmjenkins The example of Mohammed gives us a man who owned slaves, raped women, beheaded 600 Jews in one day.",racism
1220,"@UmarFarooq_ @FaheemHus @jackmjenkins The objective of the article is to invalidate Islam,not to validate ISIS. And Islam should be outlawed",racism
1221,"ISIS shines a spotlight on the barbarity of Islam.  But ISIS did not create that barbarity, it simply follows it to the letter. #Islam #Iraq",racism
1222,@DianH4 @ajwatamr @ExposeFalsehood Nobody declared war on Allah and his pedophile messenger. Islam's war is all started by Islam.,racism
1223,@DianH4 @ajwatamr @ExposeFalsehood That's when a 53 year old man marries a 6 year old girl and screws her when she is 9 like Mohammed.,racism
1224,@DianH4 @InviteToIslam There are no scholars in Islam. Superstition is not a subject for scholars.,racism
1225,RT @DavidJo52951945: Muslim found guilty of plotting to behead British soldiers-cases like this need the death penalty http://t.co/Yc4rO5UU…,racism
1226,RT @TRobinsonNewEra: Islamic terrorists are only practicing what's taught in Islam.That's the truth and the 'Elephant' in the room which ev…,racism
1227,RT @BanningTheBurka: Are we going to continue seeing the oppression of women or are we going to make a stand? #BanTheBurka http://t.co/hZDx…,racism
1228,@buellerishere If you don't follow what is in the Sunnah you don't follow what is in the Sunnah.  I could care less about your indignation.,racism
1229,@buellerishere Who cares. ISIS does what Mohammed did. Tens of thousands also do and have joined him. Muslims crazy. http://t.co/JXkY2pdJ93,racism
1230,"@buellerishere a Again, give me a verse number that shows that ISIS is not following Islam.",racism
1231,@KellyTurner99 @buellerishere @isra_jourisra @fei989 It's all hot air. Mohammed clearly burned people as shown by the Hadith I gave you.,racism
1232,"@KellyTurner99 @buellerishere @isra_jourisra @fei989 And not only did Mohammed burn them, the crucified, stoned and beheaded people.",racism
1233,"@KellyTurner99 @buellerishere @isra_jourisra @fei989 To say, ""don't hate Islam"" is as dumb as saying ""don't hate Nazism"".",racism
1234,"@omarsuleiman504 @asimb Chapel Hill is not surprising. What is surprising is that given the level of Islamic terrorism, there is so little.",racism
1235,@KellyTurner99 @buellerishere @isra_jourisra @fei989 They are always hot air. But sometimes their hot air aligns with their prophets.,racism
1236,"@KellyTurner99 @buellerishere Now if anyone in the west said that you would go balistic, but for Islam you are a pandering ass kisser.",racism
1237,"@KellyTurner99 @buellerishere Islam defines women as little more than slaves, but you defend Islam and call me mysoginistic....",racism
1238,@KellyTurner99 @buellerishere The Quran sanctifies sexual slavery. I only wish that you could have been one of these. http://t.co/MGAD8lCWYx,racism
1239,"@buellerishere @KellyTurner99 ""That which your right hand posses"" means slave.  The Quran gives clear permission to rape slaves.",racism
1240,@KellyTurner99 @buellerishere We are wasting our time with Kelly. She is willing to stab 800 million women in the back just to be PC.,racism
1241,"@KellyTurner99 @buellerishere Yes, those millions that won't let women drive in Saudi, vote in Kuwait, and cut their clits all over.",racism
1242,@KellyTurner99 @buellerishere Those law abiding Muslims that have a 90% domestic violence rate in Pakistan and murder people for blasphemy.,racism
1243,@buellerishere @KellyTurner99 ISIS land and Mauritania. The birth place of Islam didn't give up slavery until 1965. Chechens still have it.,racism
1244,@buellerishere @KellyTurner99 So now you admit that the Quran sanctifies sexual slavery and try to change the subject.,racism
1245,@buellerishere @KellyTurner99 And the Hadiths are even more specific about approving sexual slavery.,racism
1246,@buellerishere @KellyTurner99 And they all use the same barbaric Quran and Hadiths and they all abuse women.,racism
1247,"@buellerishere @KellyTurner99 Since the Islamist Erdogan came to power,women's employment in Turkey fell 30%.He considers them baby machines",racism
1248,@buellerishere @KellyTurner99 The Muslim citizens of Raqqa enjoying a peaceful day of beating three men to death. http://t.co/ki4tdL3IDR,racism
1249,@DianH4 @InviteToIslam I don't care who they are. They might as well claim that they are scholars in witchcraft.  They are madrassa rats...,racism
1250,"@DianH4 @InviteToIslam And madrassa rats are always stupid, like the one who just claimed that the sun goes around the earth.",racism
1251,"@DianH4 @ExposeFalsehood Since Islam has already declared war on mankind, mankind needs to declare war back on Islam.",racism
1252,"@DianH4 @ExposeFalsehood We don't support tyrants, Islam produces nothing but tyrants.  All the Caliphs and Sultans were tyrants.",racism
1253,"@DianH4 @ExposeFalsehood If the Muslim world ever produced anything but tyrants, dictators, fascists, and fanatics we would support them.",racism
1254,@ExposeFalsehood @ajwatamr The people who were killed were supporters of the Muslim Brotherhood.  Young terrorists in the making.,racism
1255,Muslims raise their children on hate. http://t.co/D0rEi7OLAO,racism
1256,"@jihadiAA Nobody gives a fuck about the streets when you are practicing genocide, murder, and slavery, microbrain.",racism
1257,"RT @RavenHUWolf: #Austin #Texas Muslims assumed a bomb threat was from an anti-Muslim infidel targeting them.
http://t.co/tkeRXGyq0c http:/…",racism
1258,RT @davidjones720: OBAMA and his love for golf is greater that love for CHRISTIANS or Jews ! http://t.co/LludcU5jSP,racism
1259,"@nrllhkose @BBCPaulAdams Either that murdering scum wins or the murdering, sexist, genocidal Islamist scum wins.  Either way, scum wins.",racism
1260,@ianbremmer @nrllhkose Fuck these people that want to steal our freedom of speech for the sake of a fascist religious ideology.,racism
1261,@nrllhkose @amberinzaman Turkey is Islamist. Let them pay the price for Islamofasicsm. Europe and US are secular. Don't want Islamolunatics.,racism
1262,RT @TheRightWingM: Giuliani watched his city attacked &amp; people jump to their deaths. He's entitled to say WTF he wants about the guy shield…,racism
1263,"@ikalin1 @nrllhkose All westerners didn't subscribe to Nazi ideology.  All Muslims subscribe to the religion of hatered, murder, and bigotry",racism
1264,@MrAlMubarak Allah the terrorist can stick what he wants up his giant  ass.,racism
1265,"@MrAlMubarak This man is a fraud trying to convince westerners that the religion of hatred, murder,bigotry and sexism is something different",racism
1266,"If ISIS has nothing to do with #Islam then why doesn't it attract Jews, Himdus, Buddhists, Taoists, Atheists, Christians. Why only Muslims?",racism
1267,@BlackGirlTia This is a list of lies and baloney that you are presenting.  It has zero to do with the Quran and Hadiths.,racism
1268,"RT @steloudean: Articles: The Muslim Takeover of West Bengal http://t.co/tEeVCNjEWg Wherever Islam reaches critical mass in The West, conqu…",racism
1269,@Alkanz @nslwin Islam is and insult to all mankind. Time to insult the disgusting religion back. http://t.co/doUt0qrmUi,racism
1270,@zh_ha89 Had nothing to do with Islam. Mohammed's first wife was a rich merchant before Islam.,racism
1271,@zh_ha89 Islam does nothing but freeze the status of women to the 7th century.,racism
1272,@zh_ha89 Islam treats women like slaves and anyone who says otherwise is stabbing women in the back. http://t.co/pMfSv6sss9,racism
1273,@zh_ha89 I just told you that women owned property before Islam. Had nothing to do with Islam. Islam is sexist to the very core.,racism
1274,@zh_ha89 Women did't lead squat. A woman can never be Caliph. Her testimony is half that of a man. She get's nothing for Jihad.,racism
1275,@zh_ha89 Your religion makes the entire woman a giant sex organ and forces her to hide every bit of it.,racism
1276,@zh_ha89 Are you so stupid? Your prophet explicitly stated his sexism. http://t.co/xXfH93tC7x,racism
1277,"@zh_ha89 Your religion teaches you to shut up, obey your husband, stay in your house, cover in a tent and calls you stupid.",racism
1278,@zh_ha89 You just proved that you are stupid.  I just showed you the Hadiths where Mohammed calls women stupid and you still deny it.,racism
